race_id,race_date,race_time,track,race_number,distance_m,grade,race_type,dog_name,dog_url,trap,finish_pos,btn,bend_pos,comments,age_sex,trainer,isp,sp_decimal,run_time,split_time,tfr,forecast_gbp,tricast_gbp,going_allowance,source_url
1325136,2025-10-12,11:18,Yarmouth,2,462,BAGS A3,Flat,STARSHINE BABE,https://www.timeform.com/greyhound-racing/greyhound-form/starshine-babe/105683,2,3,sh,5443,,3b,J Bloomfield,2/1,3.69,27.84,5.39,93,11.36,22.1,0.0,https://www.timeform.com/greyhound-racing/results/yarmouth/1118/2025-10-12/1325136
1325136,2025-10-12,11:18,Yarmouth,2,462,BAGS A3,Flat,ORCHID KINGDOM,https://www.timeform.com/greyhound-racing/greyhound-form/orchid-kingdom/102248,3,4,4¼,6554,,3b,E G Samuels,6/1,9.98,28.18,5.48,76,11.36,22.1,0.0,https://www.timeform.com/greyhound-racing/results/yarmouth/1118/2025-10-12/1325136
1325136,2025-10-12,11:18,Yarmouth,2,462,BAGS A3,Flat,SOMERSHAM FAITH,https://www.timeform.com/greyhound-racing/greyhound-form/somersham-faith/107296,4,5,½,1220,,2b,D J Prentice,9/2,8.47,28.23,5.31,73,11.36,22.1,0.0,https://www.timeform.com/greyhound-racing/results/yarmouth/1118/2025-10-12/1325136
1325136,2025-10-12,11:18,Yarmouth,2,462,BAGS A3,Flat,KEREIGHT SARAH,https://www.timeform.com/greyhound-racing/greyhound-form/kereight-sarah/90562,5,6,2½,3665,,4b,E G Samuels,12/1,23.2,28.42,5.47,64,11.36,22.1,0.0,https://www.timeform.com/greyhound-racing/results/yarmouth/1118/2025-10-12/1325136
1325536,2025-10-12,13:29,Valley,11,260,D6,Flat,PANDY RUBY,https://www.timeform.com/greyhound-racing/greyhound-form/pandy-ruby/97130,3,1,-,1-1-,"QAw,Mid",4b,C Darch,4/1,7.4,0.0,0.0,21,17.28,56.81,0.0,https://www.timeform.com/greyhound-racing/results/valley/1329/2025-10-12/1325536
1325536,2025-10-12,13:29,Valley,11,260,D6,Flat,ASTRO MARY,https://www.timeform.com/greyhound-racing/greyhound-form/astro-mary/108498,5,2,1¼,2-2-,"Crd1,Mid",2b,A N J Morgan,6/4jf,3.51,0.0,0.0,16,17.28,56.81,0.0,https://www.timeform.com/greyhound-racing/results/valley/1329/2025-10-12/1325536
1325536,2025-10-12,13:29,Valley,11,260,D6,Flat,PANDY CHARLIE,https://www.timeform.com/greyhound-racing/greyhound-form/pandy-charlie/97122,2,3,2¼,3-3-,"Crd1,Rls",4d,C Darch,5/1,8.19,0.0,0.0,0,17.28,56.81,0.0,https://www.timeform.com/greyhound-racing/results/valley/1329/2025-10-12/1325536
1325536,2025-10-12,13:29,Valley,11,260,D6,Flat,PURE PALMYRA,https://www.timeform.com/greyhound-racing/greyhound-form/pure-palmyra/102293,6,4,hd,5-5-,Wide,3b,A N J Morgan,6/1,8.24,0.0,0.0,0,17.28,56.81,0.0,https://www.timeform.com/greyhound-racing/results/valley/1329/2025-10-12/1325536
1325536,2025-10-12,13:29,Valley,11,260,D6,Flat,ZACKS REBEL,https://www.timeform.com/greyhound-racing/greyhound-form/zacks-rebel/103118,1,5,¾,6-6-,Rls,3d,A L Jeffery,6/4jf,3.43,0.0,0.0,0,17.28,56.81,0.0,https://www.timeform.com/greyhound-racing/results/valley/1329/2025-10-12/1325536
1325536,2025-10-12,13:29,Valley,11,260,D6,Flat,BAGGIOS EVOKE,https://www.timeform.com/greyhound-racing/greyhound-form/baggios-evoke/93862,4,6,1,4-4-,Mid,4d,A N J Morgan,14/1,20.08,0.0,0.0,0,17.28,56.81,0.0,https://www.timeform.com/greyhound-racing/results/valley/1329/2025-10-12/1325536
1325135,2025-10-12,11:01,Yarmouth,1,462,BAGS A2,Flat,ROCKMOUNT NELLIE,https://www.timeform.com/greyhound-racing/greyhound-form/rockmount-nellie/109442,4,1,-,2111,"Mid,LdRnUp",2b,C R Morris,15/8f,3.06,27.7,5.27,100,10.16,21.7,0.0,https://www.timeform.com/greyhound-racing/results/yarmouth/1101/2025-10-12/1325135
1325135,2025-10-12,11:01,Yarmouth,1,462,BAGS A2,Flat,FARNEYS HAZEL,https://www.timeform.com/greyhound-racing/greyhound-form/farneys-hazel/97082,1,2,1¼,4432,"Rls-Mid,ChlRnIn",3b,P I Cross,7/2,6.75,27.8,5.41,95,10.16,21.7,0.0,https://www.timeform.com/greyhound-racing/results/yarmouth/1101/2025-10-12/1325135
1325135,2025-10-12,11:01,Yarmouth,1,462,BAGS A2,Flat,KILARA RODRIGO,https://www.timeform.com/greyhound-racing/greyhound-form/kilara-rodrigo/109491,3,3,1½,3343,"Mid,Crd1",1d,I J Barnard,5/2,4.4,27.92,5.32,93,10.16,21.7,0.0,https://www.timeform.com/greyhound-racing/results/yarmouth/1101/2025-10-12/1325135
1325135,2025-10-12,11:01,Yarmouth,1,462,BAGS A2,Flat,GLIDEAWAY HUGO,https://www.timeform.com/greyhound-racing/greyhound-form/glideaway-hugo/92809,2,4,1¾,5556,"MidTRls,Crd 1/4",4d,J Bloomfield,5/1,8.78,28.06,5.47,86,10.16,21.7,0.0,https://www.timeform.com/greyhound-racing/results/yarmouth/1101/2025-10-12/1325135
1325135,2025-10-12,11:01,Yarmouth,1,462,BAGS A2,Flat,GOSSIP KID,https://www.timeform.com/greyhound-racing/greyhound-form/gossip-kid/104100,5,5,½,1224,"QAw,Wide",2d,I J Barnard,9/2,7.59,28.11,5.28,79,10.16,21.7,0.0,https://www.timeform.com/greyhound-racing/results/yarmouth/1101/2025-10-12/1325135
1325135,2025-10-12,11:01,Yarmouth,1,462,BAGS A2,Flat,DEVILSBIT ROSE,https://www.timeform.com/greyhound-racing/greyhound-form/devilsbit-rose/102704,6,6,½,6665,Wide,3b,P S Rea,12/1,23.48,28.14,5.45,78,10.16,21.7,0.0,https://www.timeform.com/greyhound-racing/results/yarmouth/1101/2025-10-12/1325135
1325137,2025-10-12,11:34,Yarmouth,3,462,A5,Flat,SNOOTY BISCUITS,https://www.timeform.com/greyhound-racing/greyhound-form/snooty-biscuits/99055,2,1,-,3333,"Rls-Mid,Crd1,StrFin",3b,L Brown,16/1,22.11,28.21,5.52,74,51.42,195.28,0.0,https://www.timeform.com/greyhound-racing/results/yarmouth/1134/2025-10-12/1325137
1325137,2025-10-12,11:34,Yarmouth,3,462,A5,Flat,GONE AT LAST,https://www.timeform.com/greyhound-racing/greyhound-form/gone-at-last/101784,1,2,1,1221,"QAw,Rls-Mid,Ld 3/4-NrLn",4b,E G Samuels,6/5f,2.78,28.29,5.51,70,51.42,195.28,0.0,https://www.timeform.com/greyhound-racing/results/yarmouth/1134/2025-10-12/1325137
1325137,2025-10-12,11:34,Yarmouth,3,462,A5,Flat,RUNINTHEPARK,https://www.timeform.com/greyhound-racing/greyhound-form/runinthepark/106082,6,3,3¼,2112,"W,LdRnUp- 3/4",2d,V K Thom,7/1,11.0,28.55,5.41,57,51.42,195.28,0.0,https://www.timeform.com/greyhound-racing/results/yarmouth/1134/2025-10-12/1325137
1325137,2025-10-12,11:34,Yarmouth,3,462,A5,Flat,ANNIES SON,https://www.timeform.com/greyhound-racing/greyhound-form/annies-son/86561,3,4,sh,6556,Middle,5d,M Brighton,6/1,9.8,28.56,5.67,57,51.42,195.28,0.0,https://www.timeform.com/greyhound-racing/results/yarmouth/1134/2025-10-12/1325137
1325137,2025-10-12,11:34,Yarmouth,3,462,A5,Flat,MATTSBLUPRINCESS,https://www.timeform.com/greyhound-racing/greyhound-form/mattsbluprincess/105353,5,5,1½,4664,"Wide,BBlk1",2b,F Macklin,6/1,10.0,28.7,5.51,58,51.42,195.28,0.0,https://www.timeform.com/greyhound-racing/results/yarmouth/1134/2025-10-12/1325137
1325137,2025-10-12,11:34,Yarmouth,3,462,A5,Flat,EPIC FIRE,https://www.timeform.com/greyhound-racing/greyhound-form/epic-fire/101199,4,6,½,5445,"Mid,BCrd1",3d,E G Samuels,15/8,3.23,28.73,5.53,52,51.42,195.28,0.0,https://www.timeform.com/greyhound-racing/results/yarmouth/1134/2025-10-12/1325137
1325138,2025-10-12,11:52,Yarmouth,4,462,A6,Flat,MAKEIT TYSON,https://www.timeform.com/greyhound-racing/greyhound-form/makeit-tyson/91608,3,1,-,1111,"Mid,ALd",4d,V K Thom,5/1,8.6,28.11,5.37,79,20.57,85.59,0.0,https://www.timeform.com/greyhound-racing/results/yarmouth/1152/2025-10-12/1325138
1325138,2025-10-12,11:52,Yarmouth,4,462,A6,Flat,AFFECTIONATLY,https://www.timeform.com/greyhound-racing/greyhound-form/affectionatly/93711,1,2,3¼,5222,Rls,4b,P I Cross,2/1,3.48,28.37,5.48,66,20.57,85.59,0.0,https://www.timeform.com/greyhound-racing/results/yarmouth/1152/2025-10-12/1325138
1325138,2025-10-12,11:52,Yarmouth,4,462,A6,Flat,ZEPHYR RAMPAGE,https://www.timeform.com/greyhound-racing/greyhound-form/zephyr-rampage/104539,5,3,1¼,4333,"Mid-W,VW2",2d,I J Barnard,8/1,17.3,28.48,5.49,61,20.57,85.59,0.0,https://www.timeform.com/greyhound-racing/results/yarmouth/1152/2025-10-12/1325138
1325138,2025-10-12,11:52,Yarmouth,4,462,A6,Flat,WINNIEWINEBOTTLE,https://www.timeform.com/greyhound-racing/greyhound-form/winniewinebottle/101747,2,4,1¼,6665,"MidTRls,Crd 1/4",3b,I J Barnard,15/8f,3.24,28.57,5.54,60,20.57,85.59,0.0,https://www.timeform.com/greyhound-racing/results/yarmouth/1152/2025-10-12/1325138
1325138,2025-10-12,11:52,Yarmouth,4,462,A6,Flat,GOOD ANNA,https://www.timeform.com/greyhound-racing/greyhound-form/good-anna/107153,6,5,½,3544,"W,Crd 1/2",2b,C R Morris,9/2,7.68,28.62,5.5,58,20.57,85.59,0.0,https://www.timeform.com/greyhound-racing/results/yarmouth/1152/2025-10-12/1325138
1325138,2025-10-12,11:52,Yarmouth,4,462,A6,Flat,TASTY TEA,https://www.timeform.com/greyhound-racing/greyhound-form/tasty-tea/92804,4,6,3¾,2456,"Mid,Crd2",4d,E G Samuels,6/1,10.35,28.91,5.49,43,20.57,85.59,0.0,https://www.timeform.com/greyhound-racing/results/yarmouth/1152/2025-10-12/1325138
1325140,2025-10-12,12:26,Yarmouth,6,462,BAGS A4,Flat,CLONONEEN KATE,https://www.timeform.com/greyhound-racing/greyhound-form/clononeen-kate/108090,3,1,-,2222,"Mid,RnOn",2b,L Brown,10/3,5.49,27.96,5.31,87,8.92,0.0,0.0,https://www.timeform.com/greyhound-racing/results/yarmouth/1226/2025-10-12/1325140
1325140,2025-10-12,12:26,Yarmouth,6,462,BAGS A4,Flat,SOMERSHAM WOLF,https://www.timeform.com/greyhound-racing/greyhound-form/somersham-wolf/108866,2,2,¾,3111,"Rls-Mid,Ld1-NrLn",2d,D J Prentice,6/5f,2.38,28.02,5.32,84,8.92,0.0,0.0,https://www.timeform.com/greyhound-racing/results/yarmouth/1226/2025-10-12/1325140
1325140,2025-10-12,12:26,Yarmouth,6,462,BAGS A4,Flat,STARSHINESWEETIE,https://www.timeform.com/greyhound-racing/greyhound-form/starshinesweetie/100177,6,3,1,1444,"QAw,Wide",3b,J Bloomfield,4/1,6.45,28.11,5.3,79,8.92,0.0,0.0,https://www.timeform.com/greyhound-racing/results/yarmouth/1226/2025-10-12/1325140
1325140,2025-10-12,12:26,Yarmouth,6,462,BAGS A4,Flat,MALBAY THOR,https://www.timeform.com/greyhound-racing/greyhound-form/malbay-thor/109217,5,4,sh,5333,"W,Crd2",2d,P S Rea,5/1,7.11,28.12,5.41,83,8.92,0.0,0.0,https://www.timeform.com/greyhound-racing/results/yarmouth/1226/2025-10-12/1325140
1325140,2025-10-12,12:26,Yarmouth,6,462,BAGS A4,Flat,CONFEY BOLGER,https://www.timeform.com/greyhound-racing/greyhound-form/confey-bolger/104444,4,5,1¼,4555,Middle,3d,J Bloomfield,9/2,8.0,28.22,5.51,74,8.92,0.0,0.0,https://www.timeform.com/greyhound-racing/results/yarmouth/1226/2025-10-12/1325140
1325139,2025-10-12,12:09,Yarmouth,5,462,BAGS A3,Flat,MADE OF STONE,https://www.timeform.com/greyhound-racing/greyhound-form/made-of-stone/106640,4,1,-,5332,"Mid,Crd 1/4,RnOn",2d,C R Morris,5/4f,2.53,28.25,5.36,72,17.87,0.0,0.0,https://www.timeform.com/greyhound-racing/results/yarmouth/1209/2025-10-12/1325139
1325139,2025-10-12,12:09,Yarmouth,5,462,BAGS A3,Flat,SOMERSHAM MISTY,https://www.timeform.com/greyhound-racing/greyhound-form/somersham-misty/91843,1,2,1¼,2211,"Rls,Ld2-NrLn",4b,D J Prentice,11/1,18.72,28.35,5.42,67,17.87,0.0,0.0,https://www.timeform.com/greyhound-racing/results/yarmouth/1209/2025-10-12/1325139
1325139,2025-10-12,12:09,Yarmouth,5,462,BAGS A3,Flat,AAYAMZA DREAMER,https://www.timeform.com/greyhound-racing/greyhound-form/aayamza-dreamer/105813,2,3,nk,3423,"Rls,Crd1&3",2d,J Bloomfield,7/4,3.3,28.38,5.42,70,17.87,0.0,0.0,https://www.timeform.com/greyhound-racing/results/yarmouth/1209/2025-10-12/1325139
1325139,2025-10-12,12:09,Yarmouth,5,462,BAGS A3,Flat,KELLSBORO COCO,https://www.timeform.com/greyhound-racing/greyhound-form/kellsboro-coco/99744,6,4,¾,1144,"Mid-W,Ld-W2",3b,M Brighton,9/2,8.48,28.44,5.35,63,17.87,0.0,0.0,https://www.timeform.com/greyhound-racing/results/yarmouth/1209/2025-10-12/1325139
1325139,2025-10-12,12:09,Yarmouth,5,462,BAGS A3,Flat,OWN VIEW,https://www.timeform.com/greyhound-racing/greyhound-form/own-view/108068,5,5,5,4555,"W,Crd1&2",2d,L Brown,5/1,7.2,28.83,5.41,47,17.87,0.0,0.0,https://www.timeform.com/greyhound-racing/results/yarmouth/1209/2025-10-12/1325139
1325141,2025-10-12,12:42,Yarmouth,7,462,A8,Flat,TRIGGA JAMIE,https://www.timeform.com/greyhound-racing/greyhound-form/trigga-jamie/97749,3,1,-,1111,"Mid,ALd",3d,V K Thom,11/8,2.82,28.6,5.33,55,3.34,8.52,0.0,https://www.timeform.com/greyhound-racing/results/yarmouth/1242/2025-10-12/1325141
1325141,2025-10-12,12:42,Yarmouth,7,462,A8,Flat,OH SO RISKY,https://www.timeform.com/greyhound-racing/greyhound-form/oh-so-risky/106371,4,2,2½,2222,"Mid,Crd 1/4,ChlTh'out",2b,L Brown,5/4f,2.48,28.8,5.41,49,3.34,8.52,0.0,https://www.timeform.com/greyhound-racing/results/yarmouth/1242/2025-10-12/1325141
1325141,2025-10-12,12:42,Yarmouth,7,462,A8,Flat,ANOTHER TOMMY,https://www.timeform.com/greyhound-racing/greyhound-form/another-tommy/94129,2,3,4,5433,"Rls-Mid,BCrd 1/4",4d,P S Rea,7/1,13.5,29.12,5.6,33,3.34,8.52,0.0,https://www.timeform.com/greyhound-racing/results/yarmouth/1242/2025-10-12/1325141
1325141,2025-10-12,12:42,Yarmouth,7,462,A8,Flat,SWIFT ELIXIR,https://www.timeform.com/greyhound-racing/greyhound-form/swift-elixir/70276,5,4,½,6544,"Mid,BCrd1",6b,I J Barnard,12/1,25.15,29.16,5.63,31,3.34,8.52,0.0,https://www.timeform.com/greyhound-racing/results/yarmouth/1242/2025-10-12/1325141
1325141,2025-10-12,12:42,Yarmouth,7,462,A8,Flat,TAKEN BACK,https://www.timeform.com/greyhound-racing/greyhound-form/taken-back/90443,1,5,1¾,4356,"Rls,BCrd 1/4",5b,E G Samuels,8/1,11.42,29.31,5.54,23,3.34,8.52,0.0,https://www.timeform.com/greyhound-racing/results/yarmouth/1242/2025-10-12/1325141
1325141,2025-10-12,12:42,Yarmouth,7,462,A8,Flat,MERRY DANCER,https://www.timeform.com/greyhound-racing/greyhound-form/merry-dancer/89387,6,6,2½,3665,"W,BCrd1",4b,P S Rea,10/1,21.78,29.5,5.56,14,3.34,8.52,0.0,https://www.timeform.com/greyhound-racing/results/yarmouth/1242/2025-10-12/1325141
1325142,2025-10-12,12:59,Yarmouth,8,462,A7,Flat,ROLO SNOWY,https://www.timeform.com/greyhound-racing/greyhound-form/rolo-snowy/107025,6,1,-,1111,"VW,ALd",2b,L Brown,6/4f,2.93,28.24,5.35,73,10.47,0.0,0.0,https://www.timeform.com/greyhound-racing/results/yarmouth/1259/2025-10-12/1325142
1325142,2025-10-12,12:59,Yarmouth,8,462,A7,Flat,OUR MOLL,https://www.timeform.com/greyhound-racing/greyhound-form/our-moll/106466,2,2,4,4433,"Mid,Crd-1&1",2b,F Macklin,5/1,9.07,28.56,5.57,61,10.47,0.0,0.0,https://www.timeform.com/greyhound-racing/results/yarmouth/1259/2025-10-12/1325142
1325142,2025-10-12,12:59,Yarmouth,8,462,A7,Flat,MISS WINEHOUSE,https://www.timeform.com/greyhound-racing/greyhound-form/miss-winehouse/102247,5,3,½,3344,"Mid-W,Crd 1/4",3b,I J Barnard,7/2,6.27,28.61,5.47,58,10.47,0.0,0.0,https://www.timeform.com/greyhound-racing/results/yarmouth/1259/2025-10-12/1325142
1325142,2025-10-12,12:59,Yarmouth,8,462,A7,Flat,SAMROSE TAYLOR,https://www.timeform.com/greyhound-racing/greyhound-form/samrose-taylor/102625,3,4,1,2222,"Mid,W2",3b,P S Rea,10/3,5.18,28.69,5.44,50,10.47,0.0,0.0,https://www.timeform.com/greyhound-racing/results/yarmouth/1259/2025-10-12/1325142
1325142,2025-10-12,12:59,Yarmouth,8,462,A7,Flat,TAKE OFF BUSTER,https://www.timeform.com/greyhound-racing/greyhound-form/take-off-buster/99977,4,5,2½,5555,"Mid,Crd-1&1& 1/4",3d,L Brown,7/2,5.55,28.89,5.55,44,10.47,0.0,0.0,https://www.timeform.com/greyhound-racing/results/yarmouth/1259/2025-10-12/1325142
1325143,2025-10-12,13:17,Yarmouth,9,462,BAGS A9,Flat,CROVER HILL,https://www.timeform.com/greyhound-racing/greyhound-form/crover-hill/106372,6,1,-,1222,"QAw,W,Crd 1/4,Ld4",2b,L Brown,7/2,6.4,28.76,5.45,47,17.73,52.1,0.0,https://www.timeform.com/greyhound-racing/results/yarmouth/1317/2025-10-12/1325143
1325143,2025-10-12,13:17,Yarmouth,9,462,BAGS A9,Flat,BONNIES BABY,https://www.timeform.com/greyhound-racing/greyhound-form/bonnies-baby/106712,2,2,1½,2111,"MidTRls,LdRnUp-4",2b,F Macklin,11/4,4.07,28.88,5.37,41,17.73,52.1,0.0,https://www.timeform.com/greyhound-racing/results/yarmouth/1317/2025-10-12/1325143
1325143,2025-10-12,13:17,Yarmouth,9,462,BAGS A9,Flat,GONE TO ROME,https://www.timeform.com/greyhound-racing/greyhound-form/gone-to-rome/83990,1,3,1,3555,"Rls-Mid,Crd-1&1",5d,V K Thom,4/1,6.25,28.96,5.5,41,17.73,52.1,0.0,https://www.timeform.com/greyhound-racing/results/yarmouth/1317/2025-10-12/1325143
1325143,2025-10-12,13:17,Yarmouth,9,462,BAGS A9,Flat,SILVERHILL BOSS,https://www.timeform.com/greyhound-racing/greyhound-form/silverhill-boss/97656,4,4,sh,4333,"Mid,Crd1",4d,P I Cross,5/1,9.4,28.97,5.5,40,17.73,52.1,0.0,https://www.timeform.com/greyhound-racing/results/yarmouth/1317/2025-10-12/1325143
1325143,2025-10-12,13:17,Yarmouth,9,462,BAGS A9,Flat,DANNY DOG,https://www.timeform.com/greyhound-racing/greyhound-form/danny-dog/91491,5,5,¾,5444,"Mid-W,Crd1,W2",4d,I J Barnard,13/8f,3.42,29.04,5.49,37,17.73,52.1,0.0,https://www.timeform.com/greyhound-racing/results/yarmouth/1317/2025-10-12/1325143
1325143,2025-10-12,13:17,Yarmouth,9,462,BAGS A9,Flat,MALIBU MILEY,https://www.timeform.com/greyhound-racing/greyhound-form/malibu-miley/106202,3,6,2,6666,"Mid-W,BCrd1",2b,E G Samuels,28/1,73.11,29.21,5.59,28,17.73,52.1,0.0,https://www.timeform.com/greyhound-racing/results/yarmouth/1317/2025-10-12/1325143
1325145,2025-10-12,13:51,Yarmouth,11,462,A4,Flat,BALLINABOLA MILA,https://www.timeform.com/greyhound-racing/greyhound-form/ballinabola-mila/107807,6,1,-,1111,"W,ALd",3b,J Bloomfield,7/4,3.22,27.99,5.19,86,4.68,0.0,0.0,https://www.timeform.com/greyhound-racing/results/yarmouth/1351/2025-10-12/1325145
1325145,2025-10-12,13:51,Yarmouth,11,462,A4,Flat,TOMMYS RORY,https://www.timeform.com/greyhound-racing/greyhound-form/tommys-rory/109215,1,2,4¼,4322,"Rls-Mid,Crd 1/4",2d,P S Rea,11/8f,2.65,28.33,5.57,72,4.68,0.0,0.0,https://www.timeform.com/greyhound-racing/results/yarmouth/1351/2025-10-12/1325145
1325145,2025-10-12,13:51,Yarmouth,11,462,A4,Flat,WEIRD PEOPLE,https://www.timeform.com/greyhound-racing/greyhound-form/weird-people/108970,2,3,1,5554,"Rls-Mid,CrdRnUp,W2",1b,E G Samuels,7/2,6.31,28.41,5.6,68,4.68,0.0,0.0,https://www.timeform.com/greyhound-racing/results/yarmouth/1351/2025-10-12/1325145
1325145,2025-10-12,13:51,Yarmouth,11,462,A4,Flat,SLEEK BONO,https://www.timeform.com/greyhound-racing/greyhound-form/sleek-bono/94672,3,3,dh,3233,MidTRls,4d,P S Rea,5/1,9.09,28.41,5.5,64,4.68,0.0,0.0,https://www.timeform.com/greyhound-racing/results/yarmouth/1351/2025-10-12/1325145
1325145,2025-10-12,13:51,Yarmouth,11,462,A4,Flat,PERPENDICULAR,https://www.timeform.com/greyhound-racing/greyhound-form/perpendicular/101220,4,5,1,2445,"Mid,Crd1,W2",3b,P I Cross,16/1,25.71,28.5,5.46,64,4.68,0.0,0.0,https://www.timeform.com/greyhound-racing/results/yarmouth/1351/2025-10-12/1325145
1325144,2025-10-12,13:33,Yarmouth,10,277,D3,Flat,ANYTIME JACK,https://www.timeform.com/greyhound-racing/greyhound-form/anytime-jack/101748,1,1,-,2-1-,"Rls-Mid,Ld1",4d,P S Rea,7/1,10.53,0.0,0.0,72,24.36,0.0,0.0,https://www.timeform.com/greyhound-racing/results/yarmouth/1333/2025-10-12/1325144
1325144,2025-10-12,13:33,Yarmouth,10,277,D3,Flat,SWEET SOLERA,https://www.timeform.com/greyhound-racing/greyhound-form/sweet-solera/107929,6,2,hd,4-4-,"W,ChlNrLn",2b,J Bloomfield,6/4,2.79,0.0,0.0,70,24.36,0.0,0.0,https://www.timeform.com/greyhound-racing/results/yarmouth/1333/2025-10-12/1325144
1325144,2025-10-12,13:33,Yarmouth,10,277,D3,Flat,TOMMYS HANDFUL,https://www.timeform.com/greyhound-racing/greyhound-form/tommys-handful/108063,3,3,sh,3-2-,"Mid,Rls-MidRnIn,ChlNrLn",2d,P S Rea,11/8f,3.11,0.0,0.0,70,24.36,0.0,0.0,https://www.timeform.com/greyhound-racing/results/yarmouth/1333/2025-10-12/1325144
1325144,2025-10-12,13:33,Yarmouth,10,277,D3,Flat,SWANLEY DIAZ,https://www.timeform.com/greyhound-racing/greyhound-form/swanley-diaz/98420,5,4,sh,1-3-,"QAw,W,ChlNrLn",3b,P S Rea,3/1,5.06,0.0,0.0,69,24.36,0.0,0.0,https://www.timeform.com/greyhound-racing/results/yarmouth/1333/2025-10-12/1325144
1325146,2025-10-12,14:07,Yarmouth,12,462,BAGS A7,Flat,SILVER THREAD,https://www.timeform.com/greyhound-racing/greyhound-form/silver-thread/107367,4,1,-,3222,"Mid,RnOn",2b,E G Samuels,11/4,4.8,28.27,5.44,71,8.41,0.0,0.0,https://www.timeform.com/greyhound-racing/results/yarmouth/1407/2025-10-12/1325146
1325146,2025-10-12,14:07,Yarmouth,12,462,BAGS A7,Flat,UNLIKELY BISCUIT,https://www.timeform.com/greyhound-racing/greyhound-form/unlikely-biscuit/107593,6,2,¾,2111,"W,LdRnUp-NrLn,LooseJkt",2b,J Bloomfield,11/8f,2.63,28.33,5.36,68,8.41,0.0,0.0,https://www.timeform.com/greyhound-racing/results/yarmouth/1407/2025-10-12/1325146
1325146,2025-10-12,14:07,Yarmouth,12,462,BAGS A7,Flat,SOMERSHAM SOX,https://www.timeform.com/greyhound-racing/greyhound-form/somersham-sox/93699,5,3,4½,1353,"QAw,W,VW4",4b,D J Prentice,8/1,16.85,28.69,5.44,50,8.41,0.0,0.0,https://www.timeform.com/greyhound-racing/results/yarmouth/1407/2025-10-12/1325146
1325146,2025-10-12,14:07,Yarmouth,12,462,BAGS A7,Flat,ROLLOVABEETHOVEN,https://www.timeform.com/greyhound-racing/greyhound-form/rollovabeethoven/106201,3,4,2,5544,"Mid,Crd1&3",2b,E G Samuels,5/1,7.02,28.85,5.57,46,8.41,0.0,0.0,https://www.timeform.com/greyhound-racing/results/yarmouth/1407/2025-10-12/1325146
1325146,2025-10-12,14:07,Yarmouth,12,462,BAGS A7,Flat,GALINISM,https://www.timeform.com/greyhound-racing/greyhound-form/galinism/108160,1,5,2½,4435,"Rls-Mid,Blk3",2b,J Bloomfield,11/4,4.95,29.06,5.56,40,8.41,0.0,0.0,https://www.timeform.com/greyhound-racing/results/yarmouth/1407/2025-10-12/1325146
