race_id,race_date,race_time,track,race_number,distance_m,grade,race_type,dog_name,dog_url,trap,finish_pos,btn,bend_pos,comments,age_sex,trainer,isp,sp_decimal,run_time,split_time,tfr,forecast_gbp,tricast_gbp,going_allowance,source_url
1325352,2025-10-12,20:24,Kinsley,9,462,BAGS A8,Flat,MOHICAN YOSHI,https://www.timeform.com/greyhound-racing/greyhound-form/mohican-yoshi/100030,2,1,-,5222,FinWell,3d,I Zivkovic,5/2f,4.6,28.86,5.65,45,15.86,43.49,0.0,https://www.timeform.com/greyhound-racing/results/kinsley/2024/2025-10-12/1325352
1325352,2025-10-12,20:24,Kinsley,9,462,BAGS A8,Flat,SWIFT YARD,https://www.timeform.com/greyhound-racing/greyhound-form/swift-yard/108153,6,2,sh,1111,"QAw,LdToNrLn",2d,J Robinson,4/1,6.2,28.87,5.34,44,15.86,43.49,0.0,https://www.timeform.com/greyhound-racing/results/kinsley/2024/2025-10-12/1325352
1325352,2025-10-12,20:24,Kinsley,9,462,BAGS A8,Flat,DERRYMORE JILL,https://www.timeform.com/greyhound-racing/greyhound-form/derrymore-jill/92351,5,3,2¼,4333,BCrd1,4b,W M Lyons,7/2,5.48,29.04,5.51,40,15.86,43.49,0.0,https://www.timeform.com/greyhound-racing/results/kinsley/2024/2025-10-12/1325352
1325352,2025-10-12,20:24,Kinsley,9,462,BAGS A8,Flat,A LUCKY TOM,https://www.timeform.com/greyhound-racing/greyhound-form/a-lucky-tom/103827,1,4,4¾,6444,VSAw,3d,B Heaton,8/1,15.49,29.43,5.85,16,15.86,43.49,0.0,https://www.timeform.com/greyhound-racing/results/kinsley/2024/2025-10-12/1325352
1325352,2025-10-12,20:24,Kinsley,9,462,BAGS A8,Flat,MID TIPP MARY,https://www.timeform.com/greyhound-racing/greyhound-form/mid-tipp-mary/108125,4,5,5¼,2555,"EP,BCrd1",2b,S Smith,4/1,6.6,29.85,5.38,3,15.86,43.49,0.0,https://www.timeform.com/greyhound-racing/results/kinsley/2024/2025-10-12/1325352
1325352,2025-10-12,20:24,Kinsley,9,462,BAGS A8,Flat,BURROW PENGUIN,https://www.timeform.com/greyhound-racing/greyhound-form/burrow-penguin/93231,3,6,dis,3666,FcdToBCk&BCrd&KO1,4b,W M Lyons,3/1,4.8,0.0,5.45,0,15.86,43.49,0.0,https://www.timeform.com/greyhound-racing/results/kinsley/2024/2025-10-12/1325352
1325351,2025-10-12,20:07,Kinsley,8,462,BAGS HP,Flat,STAR STRAND,https://www.timeform.com/greyhound-racing/greyhound-form/star-strand/107571,6,1,-,5442,Scr FinWell,2d,I Zivkovic,5/2,4.04,0.0,0.0,81,20.8,89.65,0.0,https://www.timeform.com/greyhound-racing/results/kinsley/2007/2025-10-12/1325351
1325351,2025-10-12,20:07,Kinsley,8,462,BAGS HP,Flat,ECHOS MAID,https://www.timeform.com/greyhound-racing/greyhound-form/echos-maid/100269,5,2,1½,6653,Scr RanOn,4b,W M Lyons,6/1,12.59,0.0,0.0,75,20.8,89.65,0.0,https://www.timeform.com/greyhound-racing/results/kinsley/2007/2025-10-12/1325351
1325351,2025-10-12,20:07,Kinsley,8,462,BAGS HP,Flat,CALL THE COPS,https://www.timeform.com/greyhound-racing/greyhound-form/call-the-cops/76922,1,3,¾,1111,R14 LdToRunIn,6b,J Robinson,8/1,14.8,0.0,0.0,15,20.8,89.65,0.0,https://www.timeform.com/greyhound-racing/results/kinsley/2007/2025-10-12/1325351
1325351,2025-10-12,20:07,Kinsley,8,462,BAGS HP,Flat,TAYLOR BLUE,https://www.timeform.com/greyhound-racing/greyhound-form/taylor-blue/99718,3,4,1¾,4334,R5 ClrRun,3b,W M Lyons,15/8f,3.26,0.0,0.0,44,20.8,89.65,0.0,https://www.timeform.com/greyhound-racing/results/kinsley/2007/2025-10-12/1325351
1325351,2025-10-12,20:07,Kinsley,8,462,BAGS HP,Flat,TOURRNAREEK LADY,https://www.timeform.com/greyhound-racing/greyhound-form/tourrnareek-lady/103637,2,5,1¾,2565,R11 Outpaced&FcdToCk1,3b,J Robinson,4/1,6.2,0.0,0.0,17,20.8,89.65,0.0,https://www.timeform.com/greyhound-racing/results/kinsley/2007/2025-10-12/1325351
1325351,2025-10-12,20:07,Kinsley,8,462,BAGS HP,Flat,POLYPHENOLS,https://www.timeform.com/greyhound-racing/greyhound-form/polyphenols/108655,4,6,2,3226,R5 MsdBrk&Ck3,2d,I Zivkovic,9/2,6.88,0.0,0.0,33,20.8,89.65,0.0,https://www.timeform.com/greyhound-racing/results/kinsley/2007/2025-10-12/1325351
1325349,2025-10-12,19:33,Kinsley,6,650,HP,Flat,DEECEE NIKKI,https://www.timeform.com/greyhound-racing/greyhound-form/deecee-nikki/108757,3,1,-,2211,R4 LdFr3&DrwClr,2b,W M Lyons,5/2,4.55,0.0,0.0,102,10.47,34.99,0.0,https://www.timeform.com/greyhound-racing/results/kinsley/1933/2025-10-12/1325349
1325349,2025-10-12,19:33,Kinsley,6,650,HP,Flat,HIGHVIEW DANCE,https://www.timeform.com/greyhound-racing/greyhound-form/highview-dance/103587,4,2,5¼,3332,R2 EvCh,2b,B Heaton,9/4f,4.49,0.0,0.0,93,10.47,34.99,0.0,https://www.timeform.com/greyhound-racing/results/kinsley/1933/2025-10-12/1325349
1325349,2025-10-12,19:33,Kinsley,6,650,HP,Flat,SOBER BALLAD,https://www.timeform.com/greyhound-racing/greyhound-form/sober-ballad/96587,6,3,5,5555,Scr FcdToCk5,4d,I Zivkovic,6/1,10.37,0.0,0.0,88,10.47,34.99,0.0,https://www.timeform.com/greyhound-racing/results/kinsley/1933/2025-10-12/1325349
1325349,2025-10-12,19:33,Kinsley,6,650,HP,Flat,DEECEE BONNIE,https://www.timeform.com/greyhound-racing/greyhound-form/deecee-bonnie/108669,1,4,3¼,1123,R10 LdTo3,2b,W M Lyons,10/3,5.29,0.0,0.0,48,10.47,34.99,0.0,https://www.timeform.com/greyhound-racing/results/kinsley/1933/2025-10-12/1325349
1325349,2025-10-12,19:33,Kinsley,6,650,HP,Flat,BOOZED ZONE,https://www.timeform.com/greyhound-racing/greyhound-form/boozed-zone/100472,5,5,1,4444,R2 Crd&FcdToCk1,3b,I Zivkovic,7/1,10.87,0.0,0.0,71,10.47,34.99,0.0,https://www.timeform.com/greyhound-racing/results/kinsley/1933/2025-10-12/1325349
1325349,2025-10-12,19:33,Kinsley,6,650,HP,Flat,BETSYS MINNIE,https://www.timeform.com/greyhound-racing/greyhound-form/betsys-minnie/92144,2,6,8½,6666,R4 Crd&FcdToBCk1,4b,B Heaton,9/2,6.2,0.0,0.0,41,10.47,34.99,0.0,https://www.timeform.com/greyhound-racing/results/kinsley/1933/2025-10-12/1325349
1325353,2025-10-12,20:41,Kinsley,10,462,A4,Flat,HAZELGROVE PIXIE,https://www.timeform.com/greyhound-racing/greyhound-form/hazelgrove-pixie/109115,4,1,-,1111,"QAw,ALd",3b,W M Lyons,3/1,4.88,27.81,5.29,98,26.62,73.46,0.0,https://www.timeform.com/greyhound-racing/results/kinsley/2041/2025-10-12/1325353
1325353,2025-10-12,20:41,Kinsley,10,462,A4,Flat,DARVER ONSLOW,https://www.timeform.com/greyhound-racing/greyhound-form/darver-onslow/109150,6,2,2½,3222,EvCh,3d,C W Brown,7/1,8.74,28.02,5.36,87,26.62,73.46,0.0,https://www.timeform.com/greyhound-racing/results/kinsley/2041/2025-10-12/1325353
1325353,2025-10-12,20:41,Kinsley,10,462,A4,Flat,DARVER PIGEON,https://www.timeform.com/greyhound-racing/greyhound-form/darver-pigeon/109149,2,3,2¼,6433,Mid&CrdStt,3b,C W Brown,3/1,5.24,28.19,5.4,83,26.62,73.46,0.0,https://www.timeform.com/greyhound-racing/results/kinsley/2041/2025-10-12/1325353
1325353,2025-10-12,20:41,Kinsley,10,462,A4,Flat,GROVENOR ALBIE,https://www.timeform.com/greyhound-racing/greyhound-form/grovenor-albie/107007,3,4,4,4544,CrdStt&FcdToCk3,2d,B Heaton,2/1f,3.91,28.52,5.36,66,26.62,73.46,0.0,https://www.timeform.com/greyhound-racing/results/kinsley/2041/2025-10-12/1325353
1325353,2025-10-12,20:41,Kinsley,10,462,A4,Flat,BETWEENTHE LINES,https://www.timeform.com/greyhound-racing/greyhound-form/betweenthe-lines/107003,5,5,¾,5665,FcdToCk1,2b,J Robinson,4/1,5.9,28.58,5.35,63,26.62,73.46,0.0,https://www.timeform.com/greyhound-racing/results/kinsley/2041/2025-10-12/1325353
1325353,2025-10-12,20:41,Kinsley,10,462,A4,Flat,MISS MARSHALL,https://www.timeform.com/greyhound-racing/greyhound-form/miss-marshall/106316,1,6,½,2356,"EP,FcdToCk3",3b,I Zivkovic,8/1,14.07,28.61,5.36,62,26.62,73.46,0.0,https://www.timeform.com/greyhound-racing/results/kinsley/2041/2025-10-12/1325353
1325354,2025-10-12,20:59,Kinsley,11,462,A5,Flat,REVILO EAGLE,https://www.timeform.com/greyhound-racing/greyhound-form/revilo-eagle/101843,5,1,-,2221,"EP,LdFr2",3b,I Zivkovic,6/4f,2.77,28.19,5.36,79,10.86,0.0,0.0,https://www.timeform.com/greyhound-racing/results/kinsley/2059/2025-10-12/1325354
1325354,2025-10-12,20:59,Kinsley,11,462,A5,Flat,STEP JUNIOR,https://www.timeform.com/greyhound-racing/greyhound-form/step-junior/104395,2,2,1¾,1112,"QAw,LdTo2",3b,W M Lyons,5/1,8.05,28.34,5.36,71,10.86,0.0,0.0,https://www.timeform.com/greyhound-racing/results/kinsley/2059/2025-10-12/1325354
1325354,2025-10-12,20:59,Kinsley,11,462,A5,Flat,GROVENOR SOPHIE,https://www.timeform.com/greyhound-racing/greyhound-form/grovenor-sophie/109688,1,3,2½,3333,ClrRun,2b,B Heaton,7/4,3.32,0.0,0.0,62,10.86,0.0,0.0,https://www.timeform.com/greyhound-racing/results/kinsley/2059/2025-10-12/1325354
1325354,2025-10-12,20:59,Kinsley,11,462,A5,Flat,HOMEGROWN SYDNEY,https://www.timeform.com/greyhound-racing/greyhound-form/homegrown-sydney/100474,3,4,1¾,4444,ClrRun,4d,B Heaton,9/2,6.93,28.68,5.41,54,10.86,0.0,0.0,https://www.timeform.com/greyhound-racing/results/kinsley/2059/2025-10-12/1325354
1325354,2025-10-12,20:59,Kinsley,11,462,A5,Flat,SWIFT LOCH,https://www.timeform.com/greyhound-racing/greyhound-form/swift-loch/106482,4,5,2,5555,SAw&FcdToCk2,2d,J Robinson,7/1,11.0,28.83,5.47,51,10.86,0.0,0.0,https://www.timeform.com/greyhound-racing/results/kinsley/2059/2025-10-12/1325354
1325355,2025-10-12,21:16,Kinsley,12,268,BAGS D3,Flat,FAST FIT MOLLIE,https://www.timeform.com/greyhound-racing/greyhound-form/fast-fit-mollie/106260,1,1,-,1-1-,"QAw,ALd",3b,W M Lyons,5/1,7.7,0.0,0.0,84,27.22,65.92,0.0,https://www.timeform.com/greyhound-racing/results/kinsley/2116/2025-10-12/1325355
1325355,2025-10-12,21:16,Kinsley,12,268,BAGS D3,Flat,TALLY HO LEXI,https://www.timeform.com/greyhound-racing/greyhound-form/tally-ho-lexi/97591,5,2,nk,3-2-,EvCh,4b,B Heaton,11/4,4.58,0.0,0.0,81,27.22,65.92,0.0,https://www.timeform.com/greyhound-racing/results/kinsley/2116/2025-10-12/1325355
1325355,2025-10-12,21:16,Kinsley,12,268,BAGS D3,Flat,THUNDER RUN,https://www.timeform.com/greyhound-racing/greyhound-form/thunder-run/108726,3,3,1½,6-4-,SAw&FcdToCk1,1b,W M Lyons,5/2,4.1,0.0,0.0,75,27.22,65.92,0.0,https://www.timeform.com/greyhound-racing/results/kinsley/2116/2025-10-12/1325355
1325355,2025-10-12,21:16,Kinsley,12,268,BAGS D3,Flat,HIGHVIEW ARROW,https://www.timeform.com/greyhound-racing/greyhound-form/highview-arrow/109578,2,4,½,4-3-,ClrRun,2b,W M Lyons,6/1,10.0,0.0,0.0,68,27.22,65.92,0.0,https://www.timeform.com/greyhound-racing/results/kinsley/2116/2025-10-12/1325355
1325355,2025-10-12,21:16,Kinsley,12,268,BAGS D3,Flat,SPRINGSIDE HOLLY,https://www.timeform.com/greyhound-racing/greyhound-form/springside-holly/98981,4,5,1¼,2-5-,"EP,Ck1",3b,I Zivkovic,8/1,11.71,0.0,0.0,64,27.22,65.92,0.0,https://www.timeform.com/greyhound-racing/results/kinsley/2116/2025-10-12/1325355
1325355,2025-10-12,21:16,Kinsley,12,268,BAGS D3,Flat,SPEEDY KILLEAVY,https://www.timeform.com/greyhound-racing/greyhound-form/speedy-killeavy/108665,6,6,¾,5-6-,MsdBrk&FcdToCk1,2d,J Robinson,9/4f,4.0,0.0,0.0,58,27.22,65.92,0.0,https://www.timeform.com/greyhound-racing/results/kinsley/2116/2025-10-12/1325355
1325380,2025-10-12,13:57,Oxford,,253,IT,Flat,SAVANA BOYCIE,https://www.timeform.com/greyhound-racing/greyhound-form/savana-boycie/104907,6,1,-,1-1-,"Wide,EP,ALed",3d,T J Nevin,5/4f,3.11,0.0,0.0,96,6.46,0.0,0.0,https://www.timeform.com/greyhound-racing/results/oxford/1357/2025-10-12/1325380
1325380,2025-10-12,13:57,Oxford,,253,IT,Flat,SAVANA PLUTO,https://www.timeform.com/greyhound-racing/greyhound-form/savana-pluto/108290,2,2,6¾,2-2-,Rls,3d,A Welch,11/4,4.68,0.0,0.0,66,6.46,0.0,0.0,https://www.timeform.com/greyhound-racing/results/oxford/1357/2025-10-12/1325380
1325380,2025-10-12,13:57,Oxford,,253,IT,Flat,ALWAYS HARLOW,https://www.timeform.com/greyhound-racing/greyhound-form/always-harlow/104216,5,3,1,5-5-,"Wide,Crd1",3b,B G Backhurst,4/1,6.2,0.0,0.0,62,6.46,0.0,0.0,https://www.timeform.com/greyhound-racing/results/oxford/1357/2025-10-12/1325380
1325380,2025-10-12,13:57,Oxford,,253,IT,Flat,SPA HILL,https://www.timeform.com/greyhound-racing/greyhound-form/spa-hill/109466,3,4,½,4-4-,"MidTRls,Crd1",1d,L B Pruhs,5/2,4.11,0.0,0.0,59,6.46,0.0,0.0,https://www.timeform.com/greyhound-racing/results/oxford/1357/2025-10-12/1325380
1325380,2025-10-12,13:57,Oxford,,253,IT,Flat,GYPSIES KISS,https://www.timeform.com/greyhound-racing/greyhound-form/gypsies-kiss/106720,1,5,1¾,3-3-,"Rls,Stb,FcdTCk 1/2",2b,L B Pruhs,7/1,15.03,0.0,0.0,52,6.46,0.0,0.0,https://www.timeform.com/greyhound-racing/results/oxford/1357/2025-10-12/1325380
1325381,2025-10-12,14:16,Oxford,,450,OR,Flat,BALLINTEMPLE INN,https://www.timeform.com/greyhound-racing/greyhound-form/ballintemple-inn/107817,6,1,-,3111,"Mid,Led2",2d,R Taberner,8/1,15.38,27.56,4.1,97,47.02,300.84,0.0,https://www.timeform.com/greyhound-racing/results/oxford/1416/2025-10-12/1325381
1325381,2025-10-12,14:16,Oxford,,450,OR,Flat,DREAMIN LENNON,https://www.timeform.com/greyhound-racing/greyhound-form/dreamin-lennon/106947,3,2,3,4443,"MidTRls,Crd1,FcdTCk2",2d,C L Conley,7/2,6.05,27.8,4.12,89,47.02,300.84,0.0,https://www.timeform.com/greyhound-racing/results/oxford/1416/2025-10-12/1325381
1325381,2025-10-12,14:16,Oxford,,450,OR,Flat,TURBULENT TEDDY,https://www.timeform.com/greyhound-racing/greyhound-form/turbulent-teddy/108150,1,3,sh,1222,"Rls,LedTo2",3d,B G Backhurst,25/1,56.92,27.81,4.09,88,47.02,300.84,0.0,https://www.timeform.com/greyhound-racing/results/oxford/1416/2025-10-12/1325381
1325381,2025-10-12,14:16,Oxford,,450,OR,Flat,NEWINN JOLIE,https://www.timeform.com/greyhound-racing/greyhound-form/newinn-jolie/109193,2,4,1¼,2665,"RlsTMid,Bmp2",1b,M L Locke,4/1,7.78,27.92,4.12,85,47.02,300.84,0.0,https://www.timeform.com/greyhound-racing/results/oxford/1416/2025-10-12/1325381
1325381,2025-10-12,14:16,Oxford,,450,OR,Flat,JAZZY ACE,https://www.timeform.com/greyhound-racing/greyhound-form/jazzy-ace/109135,5,5,1½,5334,"Mid,Crd1",1d,K R Hutton,4/7f,1.67,28.04,4.11,81,47.02,300.84,0.0,https://www.timeform.com/greyhound-racing/results/oxford/1416/2025-10-12/1325381
1325381,2025-10-12,14:16,Oxford,,450,OR,Flat,BUNNY BLASTER,https://www.timeform.com/greyhound-racing/greyhound-form/bunny-blaster/106473,4,6,sh,6556,"RlsTMid,Crd1",2b,A Herbert,25/1,115.19,28.05,4.08,80,47.02,300.84,0.0,https://www.timeform.com/greyhound-racing/results/oxford/1416/2025-10-12/1325381
1325383,2025-10-12,14:52,Oxford,,650,OR,Flat,GAGAS MERRY,https://www.timeform.com/greyhound-racing/greyhound-form/gagas-merry/95195,5,1,-,2111,"MidTWide,Crd1",4b,R Jury,1/1f,2.61,39.88,15.39,115,4.94,10.01,0.0,https://www.timeform.com/greyhound-racing/results/oxford/1452/2025-10-12/1325383
1325383,2025-10-12,14:52,Oxford,,650,OR,Flat,SAVANABETGOODWIN,https://www.timeform.com/greyhound-racing/greyhound-form/savanabetgoodwin/100679,4,2,hd,6322,"Mid,2ndFr5,ChlRnIn",3d,C D Hamblin,11/4,4.52,39.9,15.5,115,4.94,10.01,0.0,https://www.timeform.com/greyhound-racing/results/oxford/1452/2025-10-12/1325383
1325383,2025-10-12,14:52,Oxford,,650,OR,Flat,SAVANA CLOWNS,https://www.timeform.com/greyhound-racing/greyhound-form/savana-clowns/100005,3,3,2½,5644,"Mid,Ld3,HeldOn",3b,J M Ray,4/1,6.37,40.1,15.58,112,4.94,10.01,0.0,https://www.timeform.com/greyhound-racing/results/oxford/1452/2025-10-12/1325383
1325383,2025-10-12,14:52,Oxford,,650,OR,Flat,ARTHUR MINUTE,https://www.timeform.com/greyhound-racing/greyhound-form/arthur-minute/105677,1,4,2¼,1455,"RlsTMid,MvdWide1,LedTo3",2b,P N Godfrey,12/1,13.87,40.28,15.4,109,4.94,10.01,0.0,https://www.timeform.com/greyhound-racing/results/oxford/1452/2025-10-12/1325383
1325383,2025-10-12,14:52,Oxford,,650,OR,Flat,TATO KOMODO,https://www.timeform.com/greyhound-racing/greyhound-form/tato-komodo/96769,6,5,hd,3566,"Wide,Crd1",4d,B G Backhurst,7/1,9.64,40.3,15.47,108,4.94,10.01,0.0,https://www.timeform.com/greyhound-racing/results/oxford/1452/2025-10-12/1325383
1325383,2025-10-12,14:52,Oxford,,650,OR,Flat,RIOJA MADAM,https://www.timeform.com/greyhound-racing/greyhound-form/rioja-madam/96362,2,6,hd,4233,"MidTRls,Imp4&5",3b,A Herbert,12/1,14.73,40.32,15.42,108,4.94,10.01,0.0,https://www.timeform.com/greyhound-racing/results/oxford/1452/2025-10-12/1325383
1325384,2025-10-12,15:11,Oxford,5,450,A3,Flat,ARDMAYLE TOPAZ,https://www.timeform.com/greyhound-racing/greyhound-form/ardmayle-topaz/91409,2,1,-,2211,"RlsTMid,LdRnUp,CmAg2",5d,T Kibble,7/1,11.32,27.47,4.11,100,32.02,0.0,0.0,https://www.timeform.com/greyhound-racing/results/oxford/1511/2025-10-12/1325384
1325384,2025-10-12,15:11,Oxford,5,450,A3,Flat,POPPADOM TOM,https://www.timeform.com/greyhound-racing/greyhound-form/poppadom-tom/106645,3,2,1,4322,"Mid,FcdTCk3,RnOn",3d,S R Gresham,2/1,4.07,27.56,4.16,97,32.02,0.0,0.0,https://www.timeform.com/greyhound-racing/results/oxford/1511/2025-10-12/1325384
1325384,2025-10-12,15:11,Oxford,5,450,A3,Flat,LATE LOWRY,https://www.timeform.com/greyhound-racing/greyhound-form/late-lowry/105600,5,3,1½,1133,"Wide,Ld1To2",2b,J M Ray,10/1,21.0,27.67,4.07,93,32.02,0.0,0.0,https://www.timeform.com/greyhound-racing/results/oxford/1511/2025-10-12/1325384
1325384,2025-10-12,15:11,Oxford,5,450,A3,Flat,RAPIDO INGLE,https://www.timeform.com/greyhound-racing/greyhound-form/rapido-ingle/96633,1,4,2,5555,Rls,3d,B G Backhurst,5/4f,3.0,27.83,4.19,88,32.02,0.0,0.0,https://www.timeform.com/greyhound-racing/results/oxford/1511/2025-10-12/1325384
1325384,2025-10-12,15:11,Oxford,5,450,A3,Flat,CARLOW TOWN,https://www.timeform.com/greyhound-racing/greyhound-form/carlow-town/100746,4,5,hd,3444,"MidTWide,FcdTCk1",4d,A Welch,2/1,3.55,27.85,4.15,87,32.02,0.0,0.0,https://www.timeform.com/greyhound-racing/results/oxford/1511/2025-10-12/1325384
1325385,2025-10-12,15:29,Oxford,,450,IT,Flat,SAVANA BETH,https://www.timeform.com/greyhound-racing/greyhound-form/savana-beth/109307,2,1,-,1111,"Mid,EP,ALed",1b,T J Nevin,5/4f,3.15,27.77,4.05,90,5.28,0.0,0.0,https://www.timeform.com/greyhound-racing/results/oxford/1529/2025-10-12/1325385
1325385,2025-10-12,15:29,Oxford,,450,IT,Flat,DIEGOS TALAVARA,https://www.timeform.com/greyhound-racing/greyhound-form/diegos-talavara/97266,4,2,½,4342,"Mid,2ndFr3",3b,L B Pruhs,2/1,3.83,27.81,4.25,88,5.28,0.0,0.0,https://www.timeform.com/greyhound-racing/results/oxford/1529/2025-10-12/1325385
1325385,2025-10-12,15:29,Oxford,,450,IT,Flat,AVION PRINGLE,https://www.timeform.com/greyhound-racing/greyhound-form/avion-pringle/95448,6,3,11,2233,"Wide,ChlTo1,Bmp&FcdW3",4b,D Jeans,8/1,12.73,28.7,4.07,58,5.28,0.0,0.0,https://www.timeform.com/greyhound-racing/results/oxford/1529/2025-10-12/1325385
1325385,2025-10-12,15:29,Oxford,,450,IT,Flat,BRINKLEYS LILA,https://www.timeform.com/greyhound-racing/greyhound-form/brinkleys-lila/107569,3,4,1½,3424,"MidTRls,Awkward3&4",2b,V A Lea,6/4,3.06,28.81,4.16,54,5.28,0.0,0.0,https://www.timeform.com/greyhound-racing/results/oxford/1529/2025-10-12/1325385
1325386,2025-10-12,15:49,Oxford,7,450,A6,Flat,SMURFS BIGCHANCE,https://www.timeform.com/greyhound-racing/greyhound-form/smurfs-bigchance/92662,6,1,-,1111,"Wide,QAw,ALed",4b,S R Gresham,5/2,4.34,27.57,3.98,85,17.83,73.29,0.0,https://www.timeform.com/greyhound-racing/results/oxford/1549/2025-10-12/1325386
1325386,2025-10-12,15:49,Oxford,7,450,A6,Flat,SAVANA SHADY,https://www.timeform.com/greyhound-racing/greyhound-form/savana-shady/101635,5,2,6½,5554,Mid,3d,T J Nevin,5/1,7.18,28.1,4.21,67,17.83,73.29,0.0,https://www.timeform.com/greyhound-racing/results/oxford/1549/2025-10-12/1325386
1325386,2025-10-12,15:49,Oxford,7,450,A6,Flat,MAGICAL MAYA,https://www.timeform.com/greyhound-racing/greyhound-form/magical-maya/92377,4,3,½,4345,"RlsTMid,Crd1",4b,D Jeans,7/1,12.88,28.14,4.19,66,17.83,73.29,0.0,https://www.timeform.com/greyhound-racing/results/oxford/1549/2025-10-12/1325386
1325386,2025-10-12,15:49,Oxford,7,450,A6,Flat,SAVANA KAYCE,https://www.timeform.com/greyhound-racing/greyhound-form/savana-kayce/109370,1,4,3¼,3222,Rls,2b,T J Nevin,7/4f,3.15,28.4,4.18,57,17.83,73.29,0.0,https://www.timeform.com/greyhound-racing/results/oxford/1549/2025-10-12/1325386
1325386,2025-10-12,15:49,Oxford,7,450,A6,Flat,GUNSMITH ROGER,https://www.timeform.com/greyhound-racing/greyhound-form/gunsmith-roger/92693,3,5,½,6666,"MidTRls,Crd1",5d,T Kibble,25/1,52.6,28.43,4.26,56,17.83,73.29,0.0,https://www.timeform.com/greyhound-racing/results/oxford/1549/2025-10-12/1325386
1325386,2025-10-12,15:49,Oxford,7,450,A6,Flat,SAVANA DOLLYANNE,https://www.timeform.com/greyhound-racing/greyhound-form/savana-dollyanne/109388,2,6,1,2433,"RlsTMid,Crd2,SltStb3",2b,T J Nevin,2/1,4.25,28.51,4.12,53,17.83,73.29,0.0,https://www.timeform.com/greyhound-racing/results/oxford/1549/2025-10-12/1325386
1325387,2025-10-12,16:07,Oxford,,253,IT,Flat,GO BYE BABY,https://www.timeform.com/greyhound-racing/greyhound-form/go-bye-baby/85448,4,1,-,1-1-,"MidTWide,EP,Ld1",5b,V A Lea,10/1,25.56,0.0,0.0,70,52.85,100.4,0.0,https://www.timeform.com/greyhound-racing/results/oxford/1607/2025-10-12/1325387
1325387,2025-10-12,16:07,Oxford,,253,IT,Flat,SAVANA YOU WISH,https://www.timeform.com/greyhound-racing/greyhound-form/savana-you-wish/102635,2,2,¾,4-3-,"Mid,2ndFr 1/2,ChlRnIn",3b,T J Nevin,9/4,4.53,0.0,0.0,66,52.85,100.4,0.0,https://www.timeform.com/greyhound-racing/results/oxford/1607/2025-10-12/1325387
1325387,2025-10-12,16:07,Oxford,,253,IT,Flat,FABULOUS CHLOE,https://www.timeform.com/greyhound-racing/greyhound-form/fabulous-chloe/83750,1,3,2,2-2-,RlsTMid,5b,V A Lea,5/4f,2.84,0.0,0.0,57,52.85,100.4,0.0,https://www.timeform.com/greyhound-racing/results/oxford/1607/2025-10-12/1325387
1325387,2025-10-12,16:07,Oxford,,253,IT,Flat,MAGICAL NELLY,https://www.timeform.com/greyhound-racing/greyhound-form/magical-nelly/90348,3,4,½,6-4-,"Mid,SAw",4b,D Jeans,5/1,7.78,0.0,0.0,55,52.85,100.4,0.0,https://www.timeform.com/greyhound-racing/results/oxford/1607/2025-10-12/1325387
1325387,2025-10-12,16:07,Oxford,,253,IT,Flat,SAVANA EROS,https://www.timeform.com/greyhound-racing/greyhound-form/savana-eros/88479,5,5,1½,3-5-,"Wide,LdToCrd1",5d,J M Ray,7/2,5.6,0.0,0.0,49,52.85,100.4,0.0,https://www.timeform.com/greyhound-racing/results/oxford/1607/2025-10-12/1325387
1325387,2025-10-12,16:07,Oxford,,253,IT,Flat,SOME BUICK,https://www.timeform.com/greyhound-racing/greyhound-form/some-buick/84872,6,6,7¾,5-6-,"Wide,Crd&MvdWide1",5d,V A Lea,7/1,15.5,0.0,0.0,16,52.85,100.4,0.0,https://www.timeform.com/greyhound-racing/results/oxford/1607/2025-10-12/1325387
1325388,2025-10-12,16:26,Oxford,,450,OR,Flat,HI RICKI,https://www.timeform.com/greyhound-racing/greyhound-form/hi-ricki/109417,1,1,-,2411,"Rls,Ld 1/2",2d,A Herbert,33/1,50.0,0.0,0.0,94,94.84,259.46,0.0,https://www.timeform.com/greyhound-racing/results/oxford/1626/2025-10-12/1325388
1325388,2025-10-12,16:26,Oxford,,450,OR,Flat,HENRYS REX,https://www.timeform.com/greyhound-racing/greyhound-form/henrys-rex/109099,2,2,¾,3533,"MidTRls,FcdTCk1,Crd3",2d,N J Hunt,7/4f,3.34,27.39,4.06,92,94.84,259.46,0.0,https://www.timeform.com/greyhound-racing/results/oxford/1626/2025-10-12/1325388
1325388,2025-10-12,16:26,Oxford,,450,OR,Flat,BACKTOYOURBEST,https://www.timeform.com/greyhound-racing/greyhound-form/backtoyourbest/109461,5,3,sh,4122,"Mid,Chl1To3",1d,C Weatherall,10/3,5.5,27.4,4.15,91,94.84,259.46,0.0,https://www.timeform.com/greyhound-racing/results/oxford/1626/2025-10-12/1325388
1325388,2025-10-12,16:26,Oxford,,450,OR,Flat,ROLO ROSIE,https://www.timeform.com/greyhound-racing/greyhound-form/rolo-rosie/107792,6,4,1,1654,"Wide,QAw,LdTo 1/2",2b,S M Johnson,11/4,4.29,27.48,3.97,88,94.84,259.46,0.0,https://www.timeform.com/greyhound-racing/results/oxford/1626/2025-10-12/1325388
